1477762104511	ARTICLE	05891fc3-52a8-4b8f-8ff0-a5b193698732	open_article	{"id":4729043,"is360hayArticle":false,"title":"Nơi làm việc của 6 cơ quan đầu não triều Nguyễn","shotDesc":"","imageUrl":"http://img.f32.vnecdn.net/2016/10/29/a3-1477713717_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Oct 30, 2016 12:14:54 AM","type":"TINTRONGNUOC","url":"http://vnexpress.net/photo/thoi-su/noi-lam-viec-cua-6-co-quan-dau-nao-trieu-nguyen-3491126.html","uniqueName":"","strDate":"30/10/16 00:14:54"}
1478110428751	ARTICLE	3	open_article	{"id":4733329,"is360hayArticle":false,"title":"Harley-Davidson độ phong cách Halloween tại Sài Gòn hình ảnh","shotDesc":"","imageUrl":"http://img.v3.news.zdn.vn/w480/Uploaded/rik_rdcvcvwt_wc/2016_10_30/Harley_1_zing.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"news.zing.vn","date":"Oct 31, 2016 1:12:37 AM","type":"XEDO","url":"http://news.zing.vn/harley-davidson-do-phong-cach-halloween-tai-sai-gon-post693851.html","uniqueName":"","strDate":"31/10/16 01:12:37"}
1478237122577	ARTICLE	3	open_article	{"id":4752201,"is360hayArticle":false,"title":"Nông dân miền Tây bắt được lươn vàng  ","shotDesc":"Lúc xới đất ruộng, nông dân ở Vĩnh Long bắt được con lươn vàng nặng 800 g, dài gần một mét được cho là quý hiếm.","imageUrl":"http://img.f32.vnecdn.net/2016/11/04/LV3-1478226850_490x294.png","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 4, 2016 11:14:42 AM","type":"TINTRONGNUOC","url":"http://vnexpress.net/tin-tuc/thoi-su/nong-dan-mien-tay-bat-duoc-luon-vang-3493996.html","uniqueName":"","strDate":"04/11/16 11:14:42"}
1478237297407	ARTICLE	3	open_article	{"id":4752123,"is360hayArticle":false,"title":"Dàn xe độ dị nhất thế giới","shotDesc":"Dàn xe độ dị nhất thế giới","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/04/sema_1_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 4, 2016 10:51:06 AM","type":"CONGNGHE","url":"http://ictnews.vn/cong-nghe-360/o-to-xe-may/dan-xe-do-di-nhat-the-gioi-145360.ict","uniqueName":"","strDate":"04/11/16 10:51:06"}
1478237399717	ARTICLE	3	open_article	{"id":4752052,"is360hayArticle":false,"title":"Điện thoại đời cũ ồ ạt giảm giá","shotDesc":"Điện thoại đời cũ ồ ạt giảm giá","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/04/img_9728_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 4, 2016 10:27:22 AM","type":"TGS","url":"http://ictnews.vn/the-gioi-so/di-dong/dien-thoai-doi-cu-o-at-giam-gia-145358.ict","uniqueName":"","strDate":"04/11/16 10:27:22"}
1478237490167	ARTICLE	3	open_article	{"id":4751830,"is360hayArticle":false,"title":"Khoa học chứng minh: Chúng ta hoàn toàn \"mua\" được hạnh phúc và chỉ mất 10 giây để làm điều này","shotDesc":"","imageUrl":"http://cafebiz.cafebizcdn.vn/zoom/300_225/2016/photo-1-1478194307928-crop-1478194325978.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"cafebiz.vn","date":"Nov 4, 2016 9:16:06 AM","type":"KINH_NHIEM_KINH_DOANH","url":"http://m.cafebiz.vn/khoa-hoc-chung-minh-chung-ta-hoan-toan-mua-duoc-hanh-phuc-va-chi-mat-10-giay-de-lam-dieu-nay-20161104005532533.chn","uniqueName":"","strDate":"04/11/16 09:16:06"}
1478277098927	ARTICLE	3	open_article	{"id":4754175,"is360hayArticle":false,"title":"Phạt báo Một thế giới và mạng xã hội Otofun","shotDesc":"TTO - Thanh tra Bộ Thông tin - Truyền thông (TT-TT) ngày 3-11 đã ra quyết định xử phạt báo điện tử Một thế giới 8 triệu đồng và Công ty OTV - chủ sở hữu mạng xã hội Otofun.net 15 triệu đồng.","imageUrl":"http://static.new.tuoitre.vn/tto/i/s146/2016/11/04/mothegioi-1478261641.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"tuoitre.vn","date":"Nov 4, 2016 9:54:46 PM","type":"CHINHTRIXAHOI","url":"http://tuoitre.vn/tin/chinh-tri-xa-hoi/20161104/phat-bao-mot-the-gioi-va-mang-xa-hoi-otofun/1213726.html","uniqueName":"","strDate":"04/11/16 21:54:46"}
1478277225911	ARTICLE	3	open_article	{"id":4754175,"is360hayArticle":false,"title":"Phạt báo Một thế giới và mạng xã hội Otofun","shotDesc":"TTO - Thanh tra Bộ Thông tin - Truyền thông (TT-TT) ngày 3-11 đã ra quyết định xử phạt báo điện tử Một thế giới 8 triệu đồng và Công ty OTV - chủ sở hữu mạng xã hội Otofun.net 15 triệu đồng.","imageUrl":"http://static.new.tuoitre.vn/tto/i/s146/2016/11/04/mothegioi-1478261641.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"tuoitre.vn","date":"Nov 4, 2016 9:54:46 PM","type":"CHINHTRIXAHOI","url":"http://tuoitre.vn/tin/chinh-tri-xa-hoi/20161104/phat-bao-mot-the-gioi-va-mang-xa-hoi-otofun/1213726.html","uniqueName":"","strDate":"04/11/16 21:54:46"}
1478280766999	ARTICLE	3	open_article	{"id":4753422,"is360hayArticle":false,"title":"Doanh thu tăng vọt từ quảng cáo di động, nhưng đây là lý do các nhà đầu tư vẫn lo ngại về tương lai của Facebook","shotDesc":"","imageUrl":"http://cafebiz.cafebizcdn.vn/zoom/300_225/2016/p03mkqz8-1478251329401-crop-1478251334760.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"cafebiz.vn","date":"Nov 4, 2016 5:33:53 PM","type":"DOANH_NGHIEP","url":"http://m.cafebiz.vn/doanh-thu-tang-vot-tu-quang-cao-di-dong-nhung-day-la-ly-do-cac-nha-dau-tu-van-lo-ngai-ve-tuong-lai-cua-facebook-20161103161145967.chn","uniqueName":"","strDate":"04/11/16 17:33:53"}
1478281243596	ARTICLE	3	open_article	{"id":4753281,"is360hayArticle":false,"title":"Xử phạt mạng xã hội Otofun.net và báo Một Thế Giới","shotDesc":"Xử phạt mạng xã hội Otofun.net và báo Một Thế Giới","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/04/otofun_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 4, 2016 4:50:17 PM","type":"INTERNET","url":"http://ictnews.vn/internet/xu-phat-mang-xa-hoi-otofun-net-va-bao-mot-the-gioi-145378.ict","uniqueName":"","strDate":"04/11/16 16:50:17"}
1478281485706	ARTICLE	3	open_article	{"id":4182646,"is360hayArticle":false,"title":"Cửa sổ trời - tính năng thừa thãi tại Việt Nam?","shotDesc":"Nguyên Khoa Cửa sổ trời sẽ sử dụng vào lúc nào khi miền Bắc 4 mùa khắc nghiệt, còn miền Nam thì mưa nắng thất thường, liên miên.","imageUrl":"http://img.f32.vnecdn.net/2016/07/15/cuasotroi-7361-1468556210_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Jul 30, 2016 5:08:06 PM","type":"XE_DIENDAN","url":"http://vnexpress.net/tin-tuc/oto-xe-may/dien-dan/cua-so-troi-tinh-nang-thua-thai-tai-viet-nam-3435696.html","uniqueName":"","strDate":"30/07/16 17:08:06"}
1478281686051	ARTICLE	3	open_article	{"id":4170645,"is360hayArticle":false,"title":"Mua lại Honda Civic 2011 hay Toyota Camry 2010?","shotDesc":"Tôi đang có 2 lựa chọn hoặc Honda Civic 2011 động cơ 2.0 giá khoảng 580-650 triệu hoặc Toyota Camry 2.4G đời 2010 giá 850 - 900 triệu (Kim Phát).","imageUrl":"http://img.f32.vnecdn.net/2016/06/13/honda-1465809745_1465809768_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Jul 30, 2016 5:08:06 PM","type":"XE_THITRUONG","url":"http://vnexpress.net/tin-tuc/oto-xe-may/thi-truong/mua-lai-honda-civic-2011-hay-toyota-camry-2010-3419233.html","uniqueName":"","strDate":"30/07/16 17:08:06"}
1478281794721	ARTICLE	3	open_article	{"id":4661507,"is360hayArticle":false,"title":"Để có món thịt chiên mềm ngon thơm phức, bạn không thể bỏ qua bài viết này","shotDesc":"Món thịt chiên kiểu này mềm thật mềm, thơm thật thơm không hề khô lại không ngấy mỡ, cực kỳ phù hợp cho bữa cơm chiều hoặc cho những ai đang muốn thực hiện chế độ lowcarb.","imageUrl":"http://afamilycdn.com/zoom/160_100/E88MOq9iOdccccccccccccjjVmV53G/Image/2016/10/8/A-aab6f.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"afamily.vn","date":"Oct 13, 2016 8:26:01 PM","type":"nauan_thitheo","url":"http://m.afamily.vn/de-co-mon-thit-chien-mem-ngon-thom-phuc-ban-khong-the-bo-qua-bai-viet-nay-2016101101053604.chn","uniqueName":"","strDate":"13/10/16 20:26:01"}
1478334254036	ARTICLE	3	open_article	{"id":4757127,"is360hayArticle":false,"title":"Ngư dân vớt một sọ người trôi trên biển","shotDesc":"TTO - Sáng 5-11, ngư dân trên tàu đánh cá ở P.Phước Hội, thị xã La Gi (Bình Thuận) đã giao nộp cơ quan chức năng một hộp sọ người bỏ trong thùng mì gói. ","imageUrl":"http://static.new.tuoitre.vn/tto/i/s146/2015/08/26/tau-ca-ngu-dan-binh-thuan-1440553654.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"tuoitre.vn","date":"Nov 5, 2016 2:50:35 PM","type":"CHINHTRIXAHOI","url":"http://tuoitre.vn/tin/chinh-tri-xa-hoi/20161105/ngu-dan-vot-mot-so-nguoi-troi-tren-bien/1214128.html","uniqueName":"","strDate":"05/11/16 14:50:35"}
1478334357049	ARTICLE	3	open_article	{"id":4756796,"is360hayArticle":false,"title":"Điểm nóng 360: Linh cữu NSƯT Út Bạch Lan quàn tại chùa Ấn Quang","shotDesc":"TTO - Mời quí vị theo dõi Điểm nóng 360 hôm nay với các tin tức đáng chú ý: Linh cữu NSƯT Út Bạch Lan quàn tại chùa Ấn Quang; Thủ tướng chỉ đạo xử lý kỷ luật ông Vũ Huy Hoàng trước 10-11; Bí thư Thành ủy TP Thanh Hóa mượn xe của doanh nghiệp;...","imageUrl":"http://static.new.tuoitre.vn/tto/i/s146/2016/11/05/sau-nu-ut-bach-lan-qua-doi-d-1478316482.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"tuoitre.vn","date":"Nov 5, 2016 12:52:26 PM","type":"CHINHTRIXAHOI","url":"http://tuoitre.vn/tin/chinh-tri-xa-hoi/20161105/diem-nong-360-linh-cuu-nsut-ut-bach-lan-quan-tai-chua-an-quang/1214056.html","uniqueName":"","strDate":"05/11/16 12:52:26"}
1478334453619	ARTICLE	3	open_article	{"id":4756622,"is360hayArticle":false,"title":"Người phụ nữ tố Trump cưỡng hiếp năm 13 tuổi rút đơn kiện","shotDesc":"","imageUrl":"http://img.f32.vnecdn.net/2016/11/05/lisa1-1478321344_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 5, 2016 12:05:07 PM","type":"TINQUOCTE","url":"http://vnexpress.net/tin-tuc/the-gioi/bau-cu-tong-thong-my-2016/nguoi-phu-nu-to-trump-cuong-hiep-nam-13-tuoi-rut-don-kien-3494658.html","uniqueName":"","strDate":"05/11/16 12:05:07"}
1478593958264	ARTICLE	NA	open_article	{"id":4769738,"is360hayArticle":false,"title":"Ý kiến đa chiều về đề xuất dừng hoạt động karaoke tại Hà Nội  ","shotDesc":"Đồng tình việc Hà Nội có động thái mạnh trong quản lý các cơ sở karaoke, tuy nhiên với đề xuất dừng kinh doanh loại hình dịch vụ này đến","imageUrl":"http://img.f29.vnecdn.net/2016/11/08/dai-bieu-truong-trong-nghia-4162-1478590278_490x294.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 8, 2016 3:23:59 PM","type":"TINTRONGNUOC","url":"http://vnexpress.net/tin-tuc/thoi-su/y-kien-da-chieu-ve-de-xuat-dung-hoat-dong-karaoke-tai-ha-noi-3495902.html","uniqueName":"","strDate":"08/11/16 15:23:59"}
1478710047070	ARTICLE	3	open_article	{"id":4775243,"is360hayArticle":false,"title":"Hillary Clinton phát biểu sau bại trận","shotDesc":"","imageUrl":"http://img.f32.vnecdn.net/2016/11/09/2016-11-08T115250Z-1-MTZGRQECB-3689-4355-1478697619_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 9, 2016 10:27:48 PM","type":"TINQUOCTE","url":"http://vnexpress.net/tin-tuc/bau-cu-tong-thong-my-2016/hillary-clinton-phat-bieu-sau-bai-tran-3496767.html","uniqueName":"","strDate":"09/11/16 22:27:48"}
1478761401522	ARTICLE	3	open_article	{"id":4777513,"is360hayArticle":false,"title":"Toyota Vios 2016 mới hút khách Việt","shotDesc":"Toyota Vios 2016 mới hút khách Việt","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/10/toyota-vios-2016_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 10, 2016 11:35:52 AM","type":"CONGNGHE","url":"http://ictnews.vn/cong-nghe-360/o-to-xe-may/toyota-vios-2016-moi-hut-khach-viet-145588.ict","uniqueName":"","strDate":"10/11/16 11:35:52"}
1478790358436	ARTICLE	3	open_article	{"id":4778936,"is360hayArticle":false,"title":"Chợ gần 90 tuổi ở Sài Gòn đóng cửa, tiểu thương hối hả dọn hàng","shotDesc":"","imageUrl":"http://img.f32.vnecdn.net/2016/11/10/cho-Binh-Tay-1_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 10, 2016 8:14:31 PM","type":"TINTRONGNUOC","url":"http://vnexpress.net/photo/thoi-su/cho-gan-90-tuoi-o-sai-gon-dong-cua-tieu-thuong-hoi-ha-don-hang-3497275.html","uniqueName":"","strDate":"10/11/16 20:14:31"}
1478799498422	ARTICLE	3	open_article	{"id":4779540,"is360hayArticle":false,"title":"Biệt thự cổ 200 tỷ đồng ở trung tâm Sài Gòn được phép đập bỏ","shotDesc":"","imageUrl":"http://img.f29.vnecdn.net/2016/11/10/biet-thu-co-5471-1478782522_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 11, 2016 12:10:40 AM","type":"TINTRONGNUOC","url":"http://vnexpress.net/tin-tuc/thoi-su/biet-thu-co-200-ty-dong-o-trung-tam-sai-gon-duoc-phep-dap-bo-3497286.html","uniqueName":"","strDate":"11/11/16 00:10:40"}
1478799547380	ARTICLE	3	open_article	{"id":4779655,"is360hayArticle":false,"title":"Hillary Clinton thắng Donald Trump về phiếu phổ thông  ","shotDesc":"Bà Clinton đạt được 59,9 triệu phiếu phổ thông, nhiều hơn ông Trump, dù ứng viên đảng tổng thống Cộng hòa giành chiến thắng chung cuộc. ","imageUrl":"http://img.f29.vnecdn.net/2016/11/10/clinton-1478793339_490x294.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 11, 2016 12:34:41 AM","type":"TINQUOCTE","url":"http://vnexpress.net/tin-tuc/the-gioi/bau-cu-tong-thong-my-2016/hillary-clinton-thang-donald-trump-ve-phieu-pho-thong-3497304.html","uniqueName":"","strDate":"11/11/16 00:34:41"}
1478799809784	ARTICLE	3	open_article	{"id":4779422,"is360hayArticle":false,"title":"Trump gặp Obama tại Nhà Trắng  ","shotDesc":"Tổng thống Mỹ mới đắc cử Donald Trump đã đến Nhà Trắng để gặp Tổng thống Barack Obama bàn bạc về việc chuyển giao quyền lực. ","imageUrl":"http://img.f31.vnecdn.net/2016/11/10/20161110T125103Z1MTZGRQECBAFFPEMHRTRFIPP0USAELECTIONTRUMP-1478794600_490x294.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 10, 2016 11:23:30 PM","type":"TINQUOCTE","url":"http://vnexpress.net/tin-tuc/the-gioi/trump-gap-obama-tai-nha-trang-3497313.html","uniqueName":"","strDate":"10/11/16 23:23:30"}
1478800004101	ARTICLE	3	open_article	{"id":4779626,"is360hayArticle":false,"title":"Tuổi U60, \"Triển Chiêu\" ngày càng vạm vỡ, giàu có nhưng không vợ con","shotDesc":"Sở hữu vẻ ngoài trẻ trung, phong độ cùng sự nghiệp kinh doanh đáng ngưỡng mộ nhưng Hà Gia Kính...","imageUrl":"http://image.24h.com.vn/upload/4-2016/images/2016-11-10/thumbnail/1478776302-147876830192277-a.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"24h.com.vn","date":"Nov 11, 2016 12:11:10 AM","type":"SHOWBIZVIET","url":"http://www.24h.com.vn//doi-song-showbiz/tuoi-u60-trien-chieu-ha-gia-kinh-ngay-cang-co-bap-cuon-cuon-c729a832675.html","uniqueName":"","strDate":"11/11/16 00:11:10"}
1479034714802	ARTICLE	3	open_article	{"id":4789480,"is360hayArticle":false,"title":"Trump đổi giọng điệu về người biểu tình","shotDesc":"","imageUrl":"http://img.f32.vnecdn.net/2016/11/13/Trump1-1479004611_180x108.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"vnexpress.net","date":"Nov 13, 2016 9:43:16 AM","type":"TINQUOCTE","url":"http://vnexpress.net/tin-tuc/the-gioi/trump-doi-giong-dieu-ve-nguoi-bieu-tinh-3498225.html","uniqueName":"","strDate":"13/11/16 09:43:16"}
1479034876873	ARTICLE	3	open_article	{"id":4789784,"is360hayArticle":false,"title":"Chạy xe hơi ở Sài Gòn không phải 4 mà 10 nỗi khổ","shotDesc":"TTO - Sau bài “Ai lái xe hơi ở Sài Gòn biết 4 nỗi khổ này”, TTO  nhận được nhiều góp ý từ phía bạn đọc. Trong đó, bạn đọc chia sẻ thêm nhiều nỗi khổ “khó trần ai” khi đi xe hơi ở Sài Gòn.","imageUrl":"http://static.new.tuoitre.vn/tto/i/s146/2016/11/12/1-jpg-1478941785.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"tuoitre.vn","date":"Nov 13, 2016 11:19:55 AM","type":"KINHTE","url":"http://tuoitre.vn/tin/kinh-te/the-gioi-xe/20161113/chay-xe-hoi-o-sai-gon-khong-phai-4-ma-10-noi-kho/1218220.html","uniqueName":"","strDate":"13/11/16 11:19:55"}
1479035181381	ARTICLE	3	open_article	{"id":4790617,"is360hayArticle":false,"title":"Cách xóa tài khoản Facebook sau khi chết","shotDesc":"Cách xóa tài khoản Facebook sau khi chết","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/13/cach-xoa-facebook-sau-khi-chet_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 13, 2016 4:03:28 PM","type":"TGS","url":"http://ictnews.vn/the-gioi-so/thu-thuat/cach-xoa-tai-khoan-facebook-sau-khi-chet-145690.ict","uniqueName":"","strDate":"13/11/16 16:03:28"}
1479035401886	ARTICLE	3	open_article	{"id":4790617,"is360hayArticle":false,"title":"Cách xóa tài khoản Facebook sau khi chết","shotDesc":"Cách xóa tài khoản Facebook sau khi chết","imageUrl":"http://image1.ictnews.vn/_Files/2016/11/13/cach-xoa-facebook-sau-khi-chet_225x170.jpg","isHotNews":false,"newsOrder":"M","fromWebSite":"ictnews.vn","date":"Nov 13, 2016 4:03:28 PM","type":"TGS","url":"http://ictnews.vn/the-gioi-so/thu-thuat/cach-xoa-tai-khoan-facebook-sau-khi-chet-145690.ict","uniqueName":"","strDate":"13/11/16 16:03:28"}
